member_id,signup_date,churn,outreach
193,2024-02-06,0,0
194,2024-06-08,0,0
195,2024-01-09,0,1
196,2024-08-20,0,0
197,2024-04-08,0,0
198,2024-07-26,1,0
199,2024-05-10,1,0
200,2025-02-07,0,1
201,2024-05-31,0,0
202,2024-02-23,0,0
203,2024-04-29,0,1
204,2025-02-23,0,0
205,2025-02-25,1,1
206,2024-04-13,0,0
207,2024-09-10,0,1
208,2024-08-14,0,0
209,2024-04-21,0,0
210,2025-05-24,0,1
211,2025-04-17,0,1
212,2024-04-08,0,0
213,2024-06-01,0,0
214,2024-12-03,0,1
215,2024-06-11,1,1
216,2024-06-09,0,0
217,2025-02-01,0,0
218,2024-10-03,0,0
219,2025-05-18,0,1
220,2025-01-26,0,1
221,2024-05-14,0,0
222,2024-07-13,0,1
223,2025-02-04,1,0
224,2024-02-02,0,0
225,2025-04-04,0,0
226,2025-04-14,0,0
227,2025-01-09,0,1
228,2024-01-22,1,0
229,2024-02-07,0,1
230,2024-08-17,0,0
231,2024-12-30,0,1
232,2025-03-13,0,0
233,2024-10-09,1,1
234,2024-01-27,1,0
235,2024-08-13,0,0
236,2024-10-03,0,1
237,2024-10-10,0,1
238,2025-04-25,1,0
239,2025-03-28,0,0
240,2025-05-30,0,0
241,2024-07-10,1,0
242,2024-02-18,0,1
243,2025-05-26,0,1
244,2024-01-17,0,0
245,2024-06-20,0,0
246,2024-08-07,0,1
247,2024-06-06,0,0
248,2025-04-21,0,1
249,2024-02-15,0,0
250,2025-01-07,0,0
251,2024-04-08,1,1
252,2024-02-06,0,1
253,2024-10-06,0,0
254,2024-12-14,0,0
255,2025-05-11,0,0
256,2024-10-28,0,1
257,2024-06-29,0,1
258,2024-04-08,0,1
259,2024-04-25,0,0
260,2024-07-09,0,0
261,2024-09-09,0,0
262,2024-06-09,0,0
263,2024-09-12,1,0
264,2024-11-18,1,0
265,2024-05-07,0,1
266,2024-01-18,0,0
267,2024-11-18,0,0
268,2024-10-14,0,1
269,2024-06-03,1,0
270,2025-05-04,0,0
271,2025-01-20,0,0
272,2024-04-13,1,1
273,2025-01-27,1,0
274,2024-09-02,0,1
275,2024-06-24,0,1
276,2024-02-08,0,0
277,2025-04-21,0,1
278,2025-02-11,0,1
279,2025-05-20,1,1
280,2024-02-05,0,0
281,2024-01-20,0,1
282,2024-11-16,0,1
283,2025-05-26,0,1
284,2025-02-03,0,0
285,2025-04-15,1,1
286,2024-05-22,0,1
287,2024-04-01,0,1
288,2024-12-19,0,0
289,2024-02-20,0,0
290,2024-07-08,0,0
291,2024-05-04,0,1
292,2024-05-29,0,0
293,2024-11-09,0,0
294,2024-12-07,0,1
295,2024-10-31,1,0
296,2024-02-23,1,0
297,2025-03-19,1,1
298,2024-09-20,0,0
299,2024-02-22,0,0
300,2024-01-05,0,1
301,2024-04-12,0,1
302,2024-07-14,0,0
303,2024-12-15,0,0
304,2024-02-16,0,0
305,2024-09-25,1,0
306,2025-01-04,0,1
307,2024-04-15,0,1
308,2024-04-29,0,0
309,2024-02-27,0,1
310,2024-12-11,0,1
311,2025-04-18,1,0
312,2024-04-26,0,0
313,2024-05-06,0,1
314,2025-01-27,0,1
315,2024-02-27,0,0
316,2025-05-27,0,0
317,2024-04-05,0,0
318,2024-04-27,0,1
319,2025-05-02,0,1
320,2024-08-24,0,0
321,2024-09-28,1,0
322,2024-07-07,0,1
323,2025-03-22,0,0
324,2024-09-03,0,0
325,2024-03-16,0,0
326,2024-06-02,0,0
327,2025-03-10,0,1
328,2024-03-26,1,0
329,2024-10-11,0,1
330,2024-08-07,1,0
331,2024-03-09,0,0
332,2024-02-16,0,1
333,2024-04-03,1,0
334,2025-03-28,0,0
335,2024-07-22,0,0
336,2024-08-05,0,1
337,2025-04-18,0,1
338,2025-03-07,0,0
339,2024-12-06,1,0
340,2024-10-15,0,0
341,2024-09-10,0,0
342,2024-12-22,0,0
343,2024-01-23,0,0
344,2024-04-09,0,1
345,2024-06-28,0,0
346,2024-08-10,0,1
347,2025-03-17,0,0
348,2024-11-20,0,0
349,2025-05-30,1,1
350,2024-01-16,0,0
351,2024-12-01,0,0
352,2024-09-14,1,0
353,2025-05-11,1,1
354,2024-06-08,0,1
355,2025-04-19,0,0
356,2025-01-14,0,0
357,2025-03-02,0,1
358,2024-09-24,0,0
359,2025-02-20,0,1
360,2024-06-16,0,0
361,2024-02-12,0,0
362,2024-10-11,1,0
363,2025-01-31,0,0
364,2024-01-12,0,1
365,2024-10-28,1,0
366,2024-09-09,0,0
367,2025-05-13,0,0
368,2024-02-04,0,0
369,2024-03-30,0,0
370,2025-02-21,1,0
371,2024-04-24,0,0
372,2024-07-14,1,0
373,2025-05-15,0,1
374,2025-05-07,0,1
375,2024-03-15,0,0
376,2025-02-16,1,0
377,2025-01-10,0,1
378,2025-02-23,0,0
379,2024-10-03,0,1
380,2025-01-28,0,1
381,2025-04-01,0,1
382,2024-07-10,0,0
383,2024-04-08,0,0
384,2024-04-05,0,0
385,2024-07-08,0,0
386,2024-02-06,0,1
387,2025-01-03,1,0
388,2024-10-05,0,0
389,2024-08-04,0,1
390,2024-09-29,0,1
391,2024-03-02,0,1
392,2024-12-07,0,0
393,2025-01-31,0,0
394,2024-01-19,0,1
395,2024-06-25,0,1
396,2025-01-30,1,0
397,2025-03-20,0,0
398,2024-08-20,0,0
399,2024-03-16,0,1
400,2024-09-21,0,0
401,2025-03-30,1,1
402,2025-01-18,0,0
403,2025-05-20,1,0
404,2025-01-01,0,1
405,2024-05-23,1,1
406,2024-03-09,0,1
407,2024-04-08,0,0
408,2025-01-30,0,1
409,2024-01-25,0,0
410,2025-04-13,1,1
411,2025-04-28,0,0
412,2024-05-30,1,0
413,2024-05-23,1,0
414,2024-02-08,0,1
415,2024-04-18,0,1
416,2024-02-11,0,1
417,2024-07-04,0,0
418,2025-02-01,0,0
419,2024-08-10,0,0
420,2024-05-12,1,1
421,2024-06-11,0,1
422,2024-08-02,0,0
423,2024-08-22,0,0
424,2024-01-09,0,0
425,2024-03-14,0,0
426,2025-05-06,1,0
427,2024-09-09,1,0
428,2024-08-17,0,0
429,2024-06-22,0,0
430,2024-06-16,0,0
431,2024-06-18,1,1
432,2025-01-27,0,1
433,2024-07-12,1,1
434,2025-05-31,1,1
435,2024-01-29,0,1
436,2024-06-13,0,1
437,2025-02-25,0,0
438,2024-12-04,0,0
439,2025-05-10,0,0
440,2024-12-30,0,1
441,2024-12-07,0,0
442,2025-05-14,1,0
443,2025-05-25,1,1
444,2024-11-22,0,1
445,2024-08-04,0,0
446,2024-10-27,0,1
447,2024-05-11,0,1
448,2024-03-10,0,1
449,2024-09-08,0,0
450,2025-02-18,0,0
451,2025-03-20,0,0
452,2024-06-30,0,1
453,2024-06-15,0,0
454,2024-03-31,1,0
455,2024-02-08,0,0
456,2024-05-05,1,1
457,2025-03-26,0,1
458,2024-06-21,1,0
459,2024-08-07,0,1
460,2024-02-27,0,1
461,2025-04-20,0,0
462,2025-03-31,0,0
463,2024-12-26,0,0
464,2024-01-01,1,0
465,2025-01-21,1,0
466,2024-12-13,0,0
467,2024-07-08,0,0
468,2025-05-19,0,1
469,2024-07-09,0,1
470,2025-05-22,0,0
471,2025-01-03,1,0
472,2025-02-12,0,0
473,2024-04-26,0,0
474,2024-05-13,0,1
475,2024-02-27,0,0
476,2024-06-21,0,1
477,2024-05-28,1,0
478,2024-03-20,0,1
479,2024-07-31,0,0
480,2024-07-21,0,0
481,2024-08-16,0,0
482,2024-08-14,0,0
483,2025-03-16,1,0
484,2025-02-05,0,0
485,2024-02-16,0,0
486,2024-08-20,0,0
487,2024-10-31,1,0
488,2024-05-22,0,0
489,2025-02-18,0,0
490,2025-05-27,0,1
491,2025-01-07,0,0
492,2024-09-15,0,0
493,2025-04-15,0,0
494,2024-01-12,0,0
495,2024-11-25,0,1
496,2024-12-23,0,1
497,2025-02-11,0,0
498,2025-01-07,0,0
499,2024-01-08,0,1
500,2024-05-01,0,0
501,2024-12-13,0,0
502,2024-03-30,0,0
503,2024-11-11,0,1
504,2024-06-26,0,1
505,2024-02-10,0,1
506,2025-05-16,1,0
507,2024-05-24,0,0
508,2024-07-19,1,0
509,2025-04-05,0,1
510,2024-09-09,0,0
511,2025-01-24,0,0
512,2024-09-12,0,0
513,2025-03-25,0,0
514,2024-01-10,0,1
515,2024-08-29,0,0
516,2024-09-07,0,0
517,2024-01-05,0,1
518,2024-04-28,0,1
519,2025-01-08,0,0
520,2024-03-05,0,1
521,2024-05-25,0,1
522,2024-08-11,1,1
523,2024-08-26,1,0
524,2024-06-25,0,0
525,2024-10-08,1,0
526,2024-03-03,1,0
527,2024-08-04,0,1
528,2025-04-05,1,0
529,2024-04-14,0,0
530,2024-04-08,0,0
531,2025-05-25,1,0
532,2025-01-19,0,0
533,2025-02-08,1,1
534,2025-04-20,0,0
535,2025-03-12,0,0
536,2024-01-23,1,0
537,2025-04-02,1,0
538,2024-03-23,1,0
539,2024-05-24,0,0
540,2024-03-25,0,0
541,2024-03-18,0,0
542,2025-04-01,0,0
543,2024-01-01,0,0
544,2024-02-20,0,0
545,2025-03-21,0,0
546,2025-03-24,0,1
547,2025-05-02,0,0
548,2024-02-03,0,0
549,2024-12-13,0,0
550,2024-04-04,0,0
551,2024-03-12,0,1
552,2024-06-02,0,0
553,2024-09-06,0,1
554,2025-03-13,0,0
555,2024-04-27,0,1
556,2024-11-01,0,1
557,2024-09-24,0,0
558,2024-02-23,0,0
559,2024-08-23,0,1
560,2025-01-23,0,0
561,2025-02-04,0,1
562,2024-10-29,1,1
563,2024-07-25,0,1
564,2024-08-16,1,0
565,2024-03-15,0,1
566,2025-03-10,1,1
567,2024-04-12,1,1
568,2025-02-25,0,0
569,2024-11-01,0,1
570,2024-04-07,0,0
571,2024-11-30,1,0
572,2025-03-10,1,1
573,2025-03-22,1,0
574,2024-11-03,1,1
575,2024-09-05,0,0
576,2024-06-14,1,0
577,2025-04-25,0,0
578,2024-11-30,1,0
579,2024-04-15,0,0
580,2024-03-21,0,0
581,2024-05-12,1,0
582,2024-05-17,0,0
583,2024-07-02,0,1
584,2025-02-04,0,0
585,2024-11-25,0,0
586,2025-05-22,0,0
587,2024-03-09,0,1
588,2024-02-22,1,0
589,2025-03-25,0,0
590,2024-07-23,0,1
591,2024-05-05,0,0
592,2024-02-12,0,0
593,2024-04-20,1,0
594,2024-07-01,0,1
595,2024-04-04,1,0
596,2025-01-08,0,1
597,2024-12-25,0,0
598,2024-10-07,0,1
599,2024-07-13,0,0
600,2024-07-13,0,1
601,2024-04-02,0,0
602,2024-03-01,0,1
603,2024-02-20,0,0
604,2025-02-06,1,1
605,2024-01-05,0,0
606,2025-04-10,0,1
607,2025-02-08,0,0
608,2025-05-27,1,0
609,2024-08-20,0,0
610,2024-12-11,1,0
611,2024-02-15,0,0
612,2024-03-18,1,0
613,2024-03-13,0,0
614,2024-09-05,0,0
615,2024-02-16,1,0
616,2024-04-30,1,1
617,2024-08-01,0,1
618,2024-08-26,0,0
619,2024-02-25,0,1
620,2024-12-15,0,1
621,2024-04-16,0,1
622,2024-02-17,1,1
623,2024-12-02,0,1
624,2024-01-26,0,1
625,2024-09-13,0,0
626,2024-01-08,0,0
627,2024-09-09,0,0
628,2024-10-29,0,1
629,2024-02-25,0,0
630,2025-04-18,0,0
631,2024-01-28,0,1
632,2024-03-18,0,0
633,2024-08-03,0,0
634,2025-01-20,1,0
635,2024-12-30,0,1
636,2024-11-07,0,0
637,2024-01-07,0,0
638,2024-01-03,0,1
639,2024-12-28,0,0
640,2025-05-22,0,0
641,2024-09-30,0,0
642,2025-05-20,1,0
643,2024-01-15,0,1
644,2024-07-10,0,0
645,2025-04-29,0,0
646,2024-01-28,1,0
647,2024-02-08,0,0
648,2024-09-29,0,1
649,2024-08-18,0,1
650,2024-03-26,1,0
651,2025-04-18,1,1
652,2024-05-05,0,0
653,2024-05-24,1,1
654,2024-07-30,0,1
655,2024-01-25,0,0
656,2025-01-28,0,0
657,2024-03-07,0,1
658,2024-08-20,0,1
659,2024-04-18,0,0
660,2024-05-25,0,1
661,2024-04-20,0,0
662,2024-08-15,0,0
663,2024-04-20,0,1
664,2025-04-14,1,0
665,2024-02-03,0,1
666,2025-01-03,0,1
667,2025-02-28,0,0
668,2024-10-08,0,0
669,2024-11-15,0,0
670,2025-03-18,0,1
671,2024-11-10,0,0
672,2025-01-11,1,1
673,2024-10-15,0,0
674,2025-03-12,0,0
675,2024-10-03,0,0
676,2025-05-17,0,0
677,2025-05-30,0,1
678,2024-12-15,0,1
679,2025-03-21,0,0
680,2024-12-15,1,1
681,2024-05-16,0,1
682,2024-08-30,0,0
683,2024-02-09,1,0
684,2024-08-16,0,1
685,2024-08-10,0,1
686,2024-01-06,0,1
687,2024-11-17,0,0
688,2025-04-12,1,1
689,2024-03-15,0,0
690,2024-01-04,0,0
691,2024-04-27,0,0
692,2025-05-18,1,0
693,2025-03-16,0,1
694,2024-07-12,0,0
695,2025-01-26,0,0
696,2024-01-26,0,0
697,2025-03-10,0,0
698,2024-06-21,1,0
699,2024-10-26,0,1
700,2024-11-21,0,0
701,2025-02-13,1,1
702,2024-04-27,0,0
703,2024-08-12,0,1
704,2024-04-22,0,0
705,2024-05-19,0,0
706,2024-01-01,0,0
707,2024-03-30,0,0
708,2024-11-15,1,0
709,2024-05-18,0,1
710,2025-05-25,0,1
711,2024-09-15,0,0
712,2024-01-10,0,0
713,2024-09-17,0,0
714,2024-06-20,0,0
715,2024-01-13,0,0
716,2024-06-16,1,0
717,2024-11-16,0,0
718,2024-11-14,0,0
719,2024-11-24,0,1
720,2025-02-22,1,0
721,2024-04-04,0,0
722,2024-11-13,1,0
723,2024-08-23,0,0
724,2024-11-29,0,0
725,2025-01-10,1,0
726,2025-04-03,0,1
727,2024-05-16,0,0
728,2025-05-27,1,0
729,2024-10-22,1,1
730,2024-11-15,0,0
731,2024-12-14,0,0
732,2024-08-16,0,1
733,2024-09-26,0,0
734,2024-10-17,0,0
735,2024-06-13,0,0
736,2024-01-05,0,0
737,2025-01-13,1,1
738,2024-03-18,0,1
739,2025-02-13,0,0
740,2024-05-11,0,0
741,2024-02-11,0,1
742,2024-03-29,0,1
743,2025-02-05,1,0
744,2024-10-22,0,1
745,2024-10-21,0,0
746,2025-02-25,1,1
747,2024-01-23,0,1
748,2024-05-22,1,0
749,2024-05-24,0,1
750,2024-08-12,0,0
751,2025-05-17,1,0
752,2024-04-13,0,1
753,2024-02-08,0,0
754,2024-07-16,0,0
755,2025-01-25,0,0
756,2024-06-27,0,1
757,2025-03-23,1,1
758,2025-05-14,1,0
759,2024-01-15,0,1
760,2024-10-15,0,0
761,2025-04-22,0,1
762,2024-08-18,1,1
763,2025-02-23,1,0
764,2024-06-05,0,0
765,2025-03-16,0,1
766,2024-04-06,1,0
767,2025-02-14,1,0
768,2024-10-15,1,0
769,2024-09-10,0,0
770,2024-07-14,0,0
771,2025-05-31,0,0
772,2024-04-27,0,1
773,2024-06-07,1,0
774,2024-08-15,1,1
775,2024-08-03,0,0
776,2024-01-15,0,1
777,2024-06-05,0,0
778,2024-09-17,1,1
779,2024-06-05,0,1
780,2024-02-16,1,0
781,2024-11-19,0,0
782,2024-05-09,0,1
783,2025-02-14,0,0
784,2024-04-04,0,1
785,2024-10-18,0,0
786,2024-10-09,0,0
787,2024-03-09,0,1
788,2024-01-11,0,0
789,2024-09-10,0,0
790,2024-05-13,0,0
791,2024-01-23,0,0
792,2024-12-11,0,0
793,2024-10-28,1,0
794,2024-12-28,0,1
795,2025-01-30,0,0
796,2024-08-05,0,1
797,2024-05-20,0,0
798,2024-07-28,0,0
799,2025-04-04,0,0
800,2024-12-21,0,0
801,2024-11-19,0,0
802,2024-05-12,0,0
803,2024-05-06,0,0
804,2024-04-15,0,1
805,2025-01-12,0,0
806,2024-02-20,0,1
807,2024-01-29,0,0
808,2025-04-06,1,1
809,2024-10-22,0,1
810,2024-10-23,0,1
811,2025-02-10,0,1
812,2025-02-08,0,0
813,2024-12-11,0,0
814,2025-02-23,1,0
815,2024-06-30,0,0
816,2024-01-01,0,0
817,2025-01-05,1,0
818,2025-03-06,0,1
819,2024-11-04,1,0
820,2024-05-16,0,1
821,2024-07-20,0,1
822,2025-03-11,0,0
823,2024-11-08,1,1
824,2024-04-26,0,1
825,2024-08-31,0,0
826,2024-03-15,0,0
827,2025-01-20,0,1
828,2024-07-28,0,0
829,2025-04-19,0,0
830,2025-02-21,0,0
831,2024-12-12,0,1
832,2024-06-27,0,0
833,2024-06-30,0,1
834,2024-01-25,0,0
835,2024-06-28,1,0
836,2025-05-15,0,1
837,2024-06-09,0,0
838,2024-06-25,1,0
839,2024-10-11,0,0
840,2024-03-03,1,0
841,2024-06-04,1,0
842,2025-04-13,0,1
843,2024-02-18,0,1
844,2024-03-24,1,1
845,2024-12-26,0,0
846,2024-05-27,0,0
847,2024-12-07,0,0
848,2025-04-20,0,0
849,2024-03-03,0,0
850,2024-12-25,0,0
851,2024-11-22,0,0
852,2024-05-20,1,0
853,2024-08-02,0,0
854,2025-03-10,0,0
855,2024-11-13,0,1
856,2024-02-01,0,0
857,2024-10-11,0,1
858,2024-10-31,0,1
859,2025-03-04,0,0
860,2025-04-21,1,0
861,2024-10-12,0,0
862,2024-05-23,0,0
863,2025-02-27,1,0
864,2024-01-19,0,0
865,2024-01-18,0,0
866,2025-01-05,0,0
867,2024-06-23,0,0
868,2024-07-12,0,0
869,2025-05-16,0,0
870,2024-04-22,0,1
871,2024-04-23,0,0
872,2024-08-09,1,1
873,2024-09-20,0,1
874,2024-02-24,0,1
875,2025-04-02,0,0
876,2024-06-10,0,1
877,2025-01-14,0,0
878,2024-03-27,0,1
879,2024-02-24,1,1
880,2025-04-20,0,1
881,2024-06-26,1,0
882,2025-01-25,0,0
883,2024-12-14,0,1
884,2024-01-08,0,0
885,2024-11-08,0,0
886,2025-03-18,0,0
887,2024-11-23,0,0
888,2024-02-23,0,1
889,2024-08-26,1,0
890,2024-08-16,0,0
891,2024-02-20,1,1
892,2024-09-20,0,1
893,2025-02-21,0,0
894,2024-04-05,0,0
895,2024-03-28,0,0
896,2024-03-18,0,0
897,2024-10-14,0,0
898,2024-04-29,1,0
899,2025-05-05,0,0
900,2025-03-27,0,0
901,2025-05-14,1,1
902,2024-06-13,0,0
903,2024-06-30,0,0
904,2025-04-13,0,1
905,2024-01-07,0,1
906,2024-11-25,0,1
907,2024-05-30,1,0
908,2024-03-25,0,0
909,2024-05-26,0,0
910,2025-01-15,0,1
911,2024-10-11,0,1
912,2024-03-22,0,0
913,2025-05-28,0,1
914,2025-01-20,0,1
915,2025-04-15,0,0
916,2024-04-28,0,1
917,2025-01-30,0,0
918,2024-09-17,0,0
919,2024-09-12,0,1
920,2024-08-13,0,0
921,2024-02-22,0,0
922,2025-05-14,1,1
923,2025-05-20,0,1
924,2024-12-29,1,1
925,2024-10-06,1,0
926,2024-06-06,0,0
927,2024-02-28,0,1
928,2024-05-07,0,0
929,2024-04-24,0,1
930,2024-07-27,0,0
931,2024-08-24,0,0
932,2024-10-07,1,1
933,2024-12-24,0,0
934,2024-07-19,0,0
935,2024-10-04,0,0
936,2024-08-22,1,0
937,2025-05-08,0,0
938,2024-01-04,0,0
939,2025-03-17,1,0
940,2024-01-29,0,0
941,2024-04-18,0,1
942,2024-03-15,0,0
943,2024-05-25,0,0
944,2024-05-07,1,0
945,2024-02-11,0,0
946,2024-12-21,0,0
947,2024-02-10,0,0
948,2024-02-03,0,0
949,2024-01-17,1,1
950,2024-06-01,1,1
951,2025-01-12,1,0
952,2024-12-07,0,1
953,2024-01-27,0,0
954,2024-10-13,0,1
955,2024-06-16,0,1
956,2024-09-24,0,0
957,2025-03-30,0,0
958,2025-02-04,0,0
959,2025-04-20,0,0
960,2024-05-09,0,0
961,2024-12-28,0,0
962,2024-10-18,1,1
963,2025-01-05,0,0
964,2024-01-29,0,0
965,2024-05-28,1,0
966,2024-10-22,0,0
967,2024-01-11,0,0
968,2025-05-26,1,1
969,2024-04-22,0,0
970,2024-07-05,0,0
971,2024-08-14,0,1
972,2024-11-05,0,0
973,2024-04-07,0,0
974,2024-02-24,0,1
975,2025-02-09,0,1
976,2024-03-09,0,1
977,2024-11-07,0,0
978,2024-10-15,0,0
979,2024-05-27,0,0
980,2025-04-11,0,0
981,2024-08-31,0,0
982,2025-05-05,1,0
983,2025-05-21,0,0
984,2024-12-30,0,1
985,2025-04-26,0,1
986,2024-07-19,0,1
987,2024-06-02,0,1
988,2025-03-25,0,1
989,2025-05-15,0,1
990,2024-03-13,0,1
991,2024-10-22,0,1
992,2024-01-17,0,0
993,2024-08-04,0,0
994,2024-03-01,1,1
995,2024-02-11,0,0
996,2024-01-25,1,1
997,2024-02-08,0,0
998,2024-05-10,0,1
999,2025-05-12,1,1
1000,2024-08-16,0,0
1001,2024-04-17,0,1
1002,2024-06-20,0,1
1003,2025-03-10,0,0
1004,2025-04-22,1,0
1005,2024-04-11,0,0
1006,2024-10-01,0,0
1007,2024-02-13,0,0
1008,2024-01-17,0,0
1009,2024-11-25,1,0
1010,2025-05-11,1,0
1011,2024-01-12,0,1
1012,2024-11-13,1,1
1013,2024-08-03,0,0
1014,2024-12-04,0,0
1015,2024-03-21,1,0
1016,2025-04-29,1,1
1017,2025-01-08,1,0
1018,2024-07-18,0,0
1019,2025-04-10,0,0
1020,2024-03-29,0,0
1021,2024-09-24,0,0
1022,2025-05-03,1,1
1023,2024-02-16,0,0
1024,2024-10-14,0,0
1025,2024-01-16,0,1
1026,2025-02-04,1,1
1027,2024-03-26,0,0
1028,2024-09-06,0,0
1029,2025-01-25,0,1
1030,2024-11-30,1,0
1031,2024-05-16,0,1
1032,2025-05-12,0,0
1033,2025-04-21,0,0
1034,2024-08-10,0,1
1035,2025-01-06,0,0
1036,2025-02-05,0,0
1037,2025-03-18,0,0
1038,2025-05-04,1,0
1039,2024-09-29,0,1
1040,2024-06-07,0,0
1041,2024-05-31,0,1
1042,2024-07-06,0,1
1043,2024-04-07,0,0
1044,2024-05-10,0,0
1045,2024-06-19,0,0
1046,2024-07-01,0,0
1047,2024-12-29,0,0
1048,2024-02-08,0,0
1049,2025-05-11,1,1
1050,2025-05-30,0,1
1051,2024-12-14,0,0
1052,2025-01-31,0,1
1053,2024-06-09,0,1
1054,2024-01-16,0,0
1055,2025-05-07,1,1
1056,2025-03-01,0,1
1057,2024-04-17,0,1
1058,2025-03-25,0,0
1059,2024-11-06,1,0
1060,2024-06-18,0,0
1061,2025-02-17,1,0
1062,2024-09-07,0,0
1063,2024-05-20,1,0
1064,2024-09-30,0,0
1065,2025-02-19,0,0
1066,2024-02-08,0,1
1067,2024-01-29,0,0
1068,2025-04-21,0,1
1069,2024-11-13,0,1
